nome,renda,idade,etnia,sexo,casapropria,outrasrendas,estadocivil,escolaridade
"Dakota, Whitt",3847.1542511992857,48.59781024383187,0,0,1,0,1,3
"Nicholas, Martinez",3460.678716499412,59.29752437875341,0,0,0,0,1,1
"Imani, Gelerter",2890.1567005774687,18.514696951169032,0,1,0,0,1,2
"Nathan, Salazar",3115.26416291055,49.71551033777122,0,0,1,0,1,3
"Wasmaaa, el-Muhammed",3341.194375195645,46.40689218461872,0,1,1,0,1,2
"Afaaf, el-Matar",4233.171381571088,35.091927744022684,0,1,0,0,0,1
"Nikie, Martinez",3441.6881263460705,28.88643589975745,0,1,0,0,1,1
"Aaqil, el-Mohammadi",2550.7895176148822,36.25625607966985,1,0,0,0,1,3
"Naadir, el-Mansouri",5237.023929983231,53.20988497189433,0,0,1,0,1,2
"Eddie, Gutierrez",3582.0088386730004,40.468792711317164,0,0,1,0,0,3
"Jazzmyne, Smith",4200.386371722245,49.38686374930351,1,1,0,0,0,3
"Aram, Kharuhadej",2236.954910727823,32.37928444189831,0,1,0,0,0,2
"Shelbie, Willmann",3668.6660722219053,42.8184575390449,1,1,1,0,1,2
"Mitchell, Kwon",3906.1107063724203,51.957854850532605,1,0,1,1,1,1
"Paige, Honda",4189.0076739247625,41.984539654242795,1,1,0,0,1,2
"Marisela, Estrada Bernuy",4005.6017343021813,35.398313769542796,0,1,0,0,1,1
"Raihaan, al-Greiss",4537.0127278314285,57.485763556946715,0,0,1,0,1,2
"Abdul Rauf, al-Hussain",3676.644447849613,41.35990969534365,1,0,1,1,0,2
"Aarifa, al-Samaan",3579.6398198217753,53.90264696750657,1,1,0,0,0,2
"Khairiya, el-Jalil",4490.778481499552,22.165113338388544,1,1,1,0,0,2
"Holden, Ramirez",4387.318866387823,53.25188785073427,0,0,1,0,0,1
"Jordyn, Sanni",4121.272227548748,47.45075570914412,1,1,1,0,0,2
"Shaquaisha, Tuck",2877.137086118798,48.17479268793129,0,1,0,0,1,2
"Woranee, Yi",2277.7744481319387,43.227823142607335,0,1,1,0,1,2
"Aziel, Naipo",2773.230119535722,36.83962414408501,0,0,0,0,1,1
"Toni, Matkin",3922.5887413923874,45.21250109968452,0,1,1,1,1,2
"Autumn, Zuni",4269.278882613276,44.02277050786964,1,1,1,0,1,3
"Casimer, Lloyd",3383.4688419748118,43.93803332483067,1,0,0,0,1,1
"Doan, Damle",4477.610705422572,25.99057064772626,0,0,1,1,0,2
"Gregory, Ehrmann",3776.3439109769743,34.382529947985674,1,0,1,0,1,2
"Zabiollah, Yang",3770.61456221697,30.75450175328603,1,0,0,0,1,1
"Nyla, Matsushima",3778.2399758525207,36.52888075351806,1,1,0,1,0,3
"Bryan, Santero",1871.0657940241413,19.359165172985442,1,0,1,0,0,2
"Brett, Yan",4705.781573194152,35.97214233201565,1,0,1,0,1,3
"Lennox, Cheatham",3722.9067698628614,27.891107563586807,1,0,1,0,1,2
"Kimo, Stoker",3752.1023272746047,31.47525564511081,0,0,1,1,1,3
"Joseph, Nguyen",3247.3222231017867,52.57075138301947,0,0,1,1,1,3
"Shaun, Kauvar",4048.8301013414475,35.47888678752147,0,0,1,0,1,1
"Alexander, Moody",4607.088595751813,36.3523158893123,0,0,1,1,0,1
"Don, Shiba",3968.548771156851,54.046088893134524,0,0,0,0,0,1
"Devonna, Knox-Bell",3882.9774436694374,34.07416146298134,1,1,1,0,1,2
"Naazil, el-Beydoun",3830.3598409739534,28.297163169967586,0,0,1,0,0,1
"Shaimaaa, el-Abdoo",4016.2455058898768,39.800791359072,0,1,1,0,1,2
"Unais, al-Shareef",3962.01272026523,24.452946417235683,0,0,1,0,0,1
"Awda, el-Masih",3404.997468432874,45.98678742249599,1,1,0,0,1,1
"Misfar, el-Jabbar",1921.8469097714683,45.580164155835114,1,0,0,0,0,2
"Furqaan, al-Abraham",3826.715495106377,61.095237790714926,0,0,1,0,1,2
"Carrie, Tong",4588.987369318647,43.11493091848862,0,1,1,1,0,2
"Yuying, Ho",4110.668075324628,37.83118762429611,1,1,0,0,0,3
"Ruben, Verduzco",2348.896313042483,39.51519858955078,1,0,1,0,1,1
"Fernando, Zuniga Guillen",3573.6406026318327,38.66410320734909,0,0,1,0,1,2
"Olivia, Jones",4783.746083841574,52.05095857127086,0,1,1,1,0,2
"Joshua, Riggins",2929.693063573077,27.105166713056015,1,0,1,0,0,3
"Shafee'a, al-Fawaz",2566.936189143181,44.06257732580288,1,1,0,0,0,1
"Courtney, Johnson",2175.3553346208055,46.821161693355116,0,1,0,0,0,0
"Alexis, Fredericks",3278.3076358907897,46.9198840553828,1,1,0,1,0,1
"Jack, Queirolo",3007.2751764833215,28.467976044079467,1,0,1,1,0,2
"Julian, Shaheen",2709.8861624412043,41.86218119502875,1,0,0,0,0,2
"Tony, Schott",2593.1220071373564,38.830204483310496,1,0,0,0,0,3
"Andy, Frost",3765.3518994098504,47.12365064222008,0,0,0,0,0,2
"Dwight, Mix",4671.994242206491,42.03243477121702,0,0,1,0,1,2
"David, Culhane",3093.5275320595956,44.46386346257337,0,0,0,0,1,3
"Aaron, Wantings",3335.185300875193,28.80961942738335,1,0,1,0,1,1
"Menglan, Pham",2573.2273214374013,37.77432069827387,1,1,1,1,0,2
"Allison, Friedrichs",3522.4088559322645,49.23094198723305,1,1,0,0,0,1
"Noah, Dowlin",2235.1451163852253,34.64363851994585,1,0,1,0,0,1
"Sulaimaan, el-Usman",2901.4193848600025,54.280731316054116,0,0,0,0,1,1
"Carl, Remillard",3878.2834869262497,25.00771789901877,1,0,1,0,0,2
"Noe, Jacinto",4396.184422552077,57.294722474796295,0,0,0,1,0,2
"Aquasia, Martin",4143.268448319907,48.0763722329085,1,1,0,0,0,1
"Amber, Lovato",2637.7284543916257,25.692420035327217,0,1,0,0,1,2
"Hershel, Cotier",3882.9080960262145,55.999557441504244,0,0,1,0,1,1
"Ryan, Trock",4260.194909544252,49.49234588770181,1,0,0,1,1,3
"Keleshia, Groce",4020.0574012202615,39.010418981434796,1,1,1,0,1,2
"Salaah, el-Ozer",4611.991110862363,60.81221227962055,0,0,0,0,1,3
"D'Andre, Jackson",3982.975157665038,32.36908747890154,0,0,1,0,0,2
"Daniel, Paisley",4904.861825600489,41.98792900195256,1,0,1,0,0,2
"Zakary, Mayer",2585.0009298626587,46.4200216545704,1,0,0,0,1,3
"Savannah, Clinton",2173.870405214516,49.47917476942002,1,1,1,0,1,2
"Zaamil, al-Bacho",3369.705953083697,49.981366004733914,1,0,0,0,1,3
"Damien, Chrisp",4000.4500638082054,27.977893425934788,0,0,1,1,1,2
"Jonathan, Snow",4627.545252323215,37.56298928583205,0,0,1,0,1,3
"Shelby, Rosales Rodriguez",1795.47615242643,32.721126536827114,1,1,1,0,0,1
"Adrian, Pastorini",4038.83275658018,51.95684792217081,0,0,0,0,0,3
"Veronica, Kim",3394.904190925819,51.70661607461499,0,1,0,0,1,2
"Jazmyne, Ashby",4205.147496673477,42.72662653745197,1,1,0,0,1,1
"Gabriel, Alvarez",2702.7516390322094,32.57415414874071,1,0,0,0,1,0
"Trever, Braverman",3299.1018025005997,53.36755879080608,0,0,1,0,1,2
"Dakota, Swanson",3688.966311212478,24.0646753400367,0,0,0,0,1,0
"Chelsea, Geivett",4628.939618771748,23.85936091613681,0,1,1,0,0,2
"Elizabeth, Fallon",3143.430084859444,33.03571739544701,0,1,0,0,1,1
"Carly, Tagawa",3238.5962340681513,50.80061529412026,0,1,1,0,0,3
"Abby, Swamberger",3030.6624630899087,36.942313683856256,1,1,1,0,0,2
"Brianna, Aldal",4769.0616840277935,34.928143958346645,0,1,1,1,1,2
"Maegen, Sheya",2890.841120746369,41.09907517907246,0,1,0,0,1,1
"Auriel, Corbett",3312.504028569664,40.822848627926156,1,1,1,0,0,3
"Alysia, Hansen",1765.6633047815922,40.45048262930929,0,1,1,1,1,1
"Dhaki, al-Usman",4593.850707363965,28.858147481613482,0,0,0,0,0,2
"Ryan, Terry",2781.823228804539,57.63238318363316,1,0,1,1,1,0
"Kayla, Thiebaut",3135.985786573288,20.77983299549669,1,1,1,0,1,2
"Aaron, Hirokawa",4618.9521113714,34.11368832669413,1,0,0,0,1,0
"Katrina, Evarts",3807.379437982157,28.243547722290014,1,1,1,0,1,3
"Yesenia, Hulbert",2991.340716504218,28.0757664758202,1,1,0,0,0,1
"Erica, Hinton",3550.773031921706,24.899604316815818,1,1,0,0,0,2
"Christian, Sanchez",3195.6354522690785,55.87671317248989,1,0,0,0,1,1
"Kenzie, Davison",4435.377009450555,57.38626927948857,0,1,0,0,0,0
"Cody, Mickens",3180.8121830230657,37.436555648746406,1,0,0,0,1,3
"Robert, Wang",4429.7868210781235,46.71649832462596,0,0,0,0,1,2
"David, Pulido-Gonzales",3726.7505509556595,45.13560718611764,1,0,1,0,0,2
"Symone, Felix",4379.600438491947,53.26826104331442,1,1,0,1,1,2
"Kenaya, Broeren",3590.367409365476,44.561331447035506,1,1,1,1,1,2
"Andrew, Alcon",4626.15208366092,48.44240957004742,0,0,1,0,1,3
"Aubrie, Mervin",3404.723924401504,38.319471870505296,1,1,0,1,1,2
"Adriana, Olan",2395.1655848575074,32.66257175232537,0,1,1,1,0,3
"Madison, Emery",3921.0644905063546,39.25671815356183,0,1,1,0,0,2
"Naadiya, el-Hatem",3903.7379254851794,55.06029251406115,0,1,0,0,1,3
"Cloe, Sundara",3750.9972825738437,22.49434961060198,1,1,0,0,1,2
"Joshua, Gilkey",3340.246715172575,19.050428481772542,1,0,0,1,0,2
"Taryn, Striplin",4366.28724064621,53.83053463951823,0,1,1,0,1,1
"Abdur Rahmaan, el-Hai",4111.082957835005,55.59741613690361,0,0,1,1,1,2
"Abdul Haleem, al-Malik",2616.5860495558627,39.06808718164245,1,0,1,0,0,2
"Alejandro, Garcia-Morales",3245.6084799143887,37.961113957800634,0,0,1,1,0,2
"Eduardo, Atilano",4284.612893770322,36.802917723695344,0,0,1,1,0,3
"N Dea, Alkali",2230.4456153304636,52.61790273034113,1,1,1,0,0,2
"Kevin, Tran",4858.293758428922,53.31643951465914,1,0,0,0,1,2
"Lesdi, Espinoza",3465.7035902947637,45.77638700580066,0,1,1,1,1,0
"Isaiah, Correa Sandoval",4975.170097704088,62.37293097946441,1,0,0,0,1,2
"Saqr, el-Rasul",2166.847551452741,56.6638854194307,0,0,0,0,1,2
"Mahuroos, al-Jamil",3010.828881093619,33.43342111439177,1,0,1,1,1,2
"Abdur Raheem, al-Abdelrahman",3634.2103102738847,55.46904371052714,0,0,0,0,1,1
"Nicolette, Shakespeare",3594.1838138278954,30.489753839510463,0,1,0,0,1,1
"Dylan, Crystal",4562.498902452005,24.731113222278992,0,0,1,1,0,3
"Marlynn, Loya",2237.1744891515264,25.09172005335809,0,1,1,0,0,2
"Jawhara, al-Malik",2144.731677968851,40.5712292946171,1,1,0,0,1,3
"Selamawit, Mcdondle",3440.3674522447177,44.895581284065905,1,1,0,1,1,2
"Glenn, Smith",4876.89671920424,45.49191638482633,0,0,1,0,1,3
"Trenton, Kirkpatrick",3525.035302856788,42.53541956057698,1,0,1,0,0,2
"Valentino, Lopez",3900.4898349712403,31.56503905117984,0,0,0,0,0,0
"Patricia, Posey",3706.0476738174775,19.379654730718723,0,1,0,1,1,3
"Francesca, Anderson",3181.253958369937,19.777624617801795,0,1,1,0,1,2
"Jared, Rodriguez",5142.141329037955,33.42866395629081,1,0,1,0,0,3
"Kulthum, el-Hares",3797.2870824092574,33.40537947849562,0,1,0,0,1,1
"Mariah, Sandoval",2570.6034038002363,43.31397893635213,1,1,1,0,0,0
"Lorena, Martinez",2982.8938231252464,48.4178713155163,1,1,0,1,1,1
"Corie, Arellano",4457.072817093458,45.38200229144168,1,0,0,0,1,2
"Jendajia, Stokes",4361.962043780588,56.97677422175432,0,1,1,1,0,2
"Alondra, Juarez",3472.3027630395345,20.88185096345842,0,1,0,1,0,1
"Alyssa, Diffenderfer",3841.011700066001,49.295126174482405,0,1,0,0,0,1
"Jaelyn, Baker",4567.200196524944,39.879842144804634,0,1,1,0,1,2
"Mingyue, Hagiwara",3707.3800098631637,68.56149562822952,0,1,1,1,1,2
"Lauren, Daley",4639.9213800154575,55.00325844778661,0,1,0,0,0,2
"Lauryn, Kascak",3560.847541632463,45.29874505573891,0,1,1,1,1,2
"Travis, Chaney",2012.023090094054,29.381499476967452,0,0,1,0,0,2
"Marisa, Burnsed",2992.350382533276,40.996573435660046,1,1,1,0,0,0
"Mamoon, el-Azer",3941.204708499853,34.35821737881966,1,0,1,0,1,3
"Trevor, Jenkins",3089.5666232089766,38.89266239253922,1,0,1,0,1,1
" Saalih, el-Ghazal",2964.441430516435,43.843963012578115,1,0,0,0,1,1
"Sarah, Salansky",3855.834053206395,39.92698343485813,0,1,1,0,1,3
"Dhaki, el-Kamel",2508.467199286709,49.40986149150229,1,0,0,0,1,1
"Jennifer, Vang",2279.594893004265,24.749623655051213,0,1,1,0,1,1
"Izaiah, Diaz-Salinas",4527.957156781156,29.93084665739858,0,0,1,0,1,0
"Anay, Martinez",4940.36562305911,32.079587385004416,0,1,0,0,0,2
"Deisha, Bell",3685.9672010342947,20.414131463505328,0,1,1,0,0,2
"Laxia, Kim",2737.613403825211,46.403859495199924,1,1,0,0,0,1
"Elijah, Cash",3428.7142528712707,21.652990762276072,0,0,1,0,1,1
"Oscar, Garcia",3721.5719189980127,35.14270444139733,0,0,0,0,1,3
"Nallely, Gonzalez-Alvarez",2069.313240169804,38.10018579340573,0,1,0,0,1,2
"Jasmine, Rodriguez",2670.348386136426,41.44846579078486,1,1,0,0,1,1
"William, Feffer",2787.1105791516584,42.70806455862747,1,0,1,0,1,2
"Kenton, Carsrud",3614.3910983403125,40.04576705657382,0,0,1,0,0,1
"Rojan, Kennedy",3442.744244741665,28.219249096802887,0,0,0,0,1,3
"Tayler, Young",1851.9852289462126,38.542681612632094,0,1,0,0,1,1
"Abigail, Carroll",3747.6958634359494,27.532128170740812,0,1,0,0,0,1
"Stephannie, Wood",4420.350237653271,38.86186068302807,0,1,1,0,0,2
"Jesus, Martinez",3002.376335971282,35.61104186958517,0,0,1,0,1,2
"John, Gold",3093.7972929714947,59.131439645853405,1,0,0,1,1,3
"Adrian, Tilley",4016.5767879528958,19.0936194846052,0,0,0,0,0,0
"Katie, Herring",2741.131100029391,26.106135459079162,0,1,1,0,1,2
"Danae, Gordon",4548.027592149324,41.51493461731725,1,1,0,0,0,1
"Austin, Thompkins",2763.0771684590736,51.109274742491166,0,0,1,0,1,2
"Olivia, Goggin",2061.7273704303507,19.959592251962935,1,1,0,0,1,0
"David, Reid",4679.04989829342,39.297671484180924,0,0,1,0,1,3
"Hamadi, Cannon",3564.2860536484736,48.89067010307489,0,0,0,1,0,2
"Tori, Haywood",3556.543208654358,40.523878500606486,1,1,0,0,0,1
"Syed, Mallikarjun",3916.456217131121,31.20661533006698,1,0,1,1,1,2
"Prodeo, Nanpei",3543.1351106042894,19.607363528909264,0,0,1,0,1,1
"Jabari, Williams",3635.374823625548,34.79577247702669,1,0,0,1,1,3
"Dontae, Powell",3310.4281133493214,38.75549326246315,0,0,1,0,1,2
"Kelsey, Vallie",3361.221844735318,39.94598714948929,1,1,0,0,1,2
"Dallas, Hitchcock",3285.3347735008488,54.580283399179535,1,0,1,0,1,2
"Mikaela, Medina",3846.915057924022,28.874976551465352,1,1,0,0,0,3
"Tareefa, al-Chahine",2445.5211975694174,37.725681976430046,1,1,0,0,0,3
"Isabel, Stewart",5028.764864175488,36.780165496001395,1,1,1,0,1,3
"Shahaama, al-Hamid",4382.832110192421,36.023091416546464,1,1,1,0,1,2
"Shabeeba, al-Beshara",2835.7952045206503,42.47090157004116,1,1,0,0,0,2
"Eddy, Huck",4466.354605707739,37.114293232973885,0,0,1,0,1,3
"Mikenzie, Eldridge",2967.152023026693,48.536998884916244,1,1,0,0,0,2
"Randolph, Meyers",4162.211067861399,38.18247000583414,0,0,1,0,0,2
"Alysh, Teuton",2155.625031721129,29.7230599600475,1,1,1,0,1,1
"Tori, Brown",2440.521064839013,25.002303594612343,0,1,0,0,0,1
"Tyler, Givens",2197.5957137174682,37.56868709391929,1,0,1,0,0,2
"Regan, Walley",3828.510135922431,34.86815856434378,1,1,1,0,1,1
"Jose, Mestas",4418.349003993334,41.16284211627847,1,0,0,0,1,1
"John, Lo",3169.5588409168795,23.214907747755344,1,0,0,0,0,1
"Alan, Guzman-Mendoza",3962.868292919631,33.33712755573868,0,0,1,0,1,2
"Abel, Mahieu",3967.414931051,31.146821527908266,0,0,1,0,1,2
"Alma, Martinez",4306.938002741381,34.44949355273279,0,1,1,1,1,3
"Dai Ja, Thomas",1442.2730510982835,26.396245789406052,1,1,0,0,1,1
"Shakoora, el-Gad",3786.6073124355976,22.11353040158914,1,1,0,0,1,3
"Brandon, Jones",2179.9461383929497,36.18705639092916,1,0,0,0,1,1
"Kendra, Weiss",3047.0964099190223,34.71062011707517,1,1,0,0,1,2
"Kyle, Greening",2280.5765817006886,25.159105837851993,0,0,0,0,1,2
"Walter, Harrison",4245.109222030629,26.42955536316342,1,0,1,0,0,2
"Stephany, Ramirez Martinez",1643.4193845705481,42.67078542256526,1,1,0,0,1,2
"Rebecca, Kreikemeier",2199.0648295119577,21.614663769658705,0,1,0,0,1,1
"Karmon, Christian",2714.27952477807,51.35849761951617,1,1,0,0,1,2
"Jeremiah, Brown",4473.110532724796,31.020375204610904,1,0,0,1,1,2
"Cade, Martinez",3167.9349578005395,25.264619352264763,0,0,0,0,1,1
"Nicole, Brookes",3184.814701407471,19.961762316524982,1,1,1,0,1,3
"Umair, el-Nasr",3774.4867860663007,18.810712156817317,1,0,1,1,1,2
"Lindsay, Harris",3490.3822090070917,53.8875514844891,1,1,1,0,0,0
"Thaddeus, Hunt",3405.9854277450677,31.519755133175934,0,0,1,0,1,2
"Alyssa, Sherer",2892.7240388342348,41.003469887136916,1,1,0,0,1,2
"Haafiza, el-Suleiman",3320.577996900393,36.39665185777504,0,1,0,1,0,2
"Renzo, Rodriguez",3329.2965856401624,36.221731280305654,0,0,1,0,1,2
"James, Pritchard",4553.4320261676385,58.01639717322969,0,0,0,1,1,1
"Geneva, Brown",3831.1551556255104,41.42114635946545,0,1,0,0,0,3
"Amber, Harding",2299.756592656537,52.424979783470235,0,1,0,0,0,2
"Muammar, el-Jabour",4057.7828070561027,37.18878052609716,0,0,1,1,0,1
"Zoe, Jefferson",3677.0104117356573,26.90778768504245,1,1,0,1,0,1
"Sarah, Rennat",4604.397801382336,34.41316675498197,1,1,1,0,1,2
"Nathaniel, Dodson",4019.729114186919,39.89115154310046,1,0,1,0,0,2
"Corban, Sappington",3875.8615767604915,19.809691278263927,1,0,0,0,1,3
"Paul, Ambriz",3940.1443840027882,50.70595762578466,1,0,1,0,0,2
"Kenneth, Miera",2461.317277556512,34.32784771196707,0,0,0,0,1,2
"Chad, Eckhart",3867.0932419440087,38.156646946057855,1,0,0,1,0,1
"Isaiah, Thompson",4054.6116392839485,38.607908139448945,0,0,1,0,1,1
"Maya, Jacquez",2706.1992532031086,32.649234362738824,0,1,1,0,1,1
"Benjamin, Sanders-Ryder",2802.7755903648554,37.39793078552416,1,0,1,0,0,2
"Brandon, Chavez",3507.5114737183962,32.811609455697045,1,0,0,0,0,1
"Sean, Keller",2372.425957087867,31.90656594159883,1,1,0,0,0,1
"Whitney, Ross",2938.46365730754,26.200761499786452,1,1,1,0,0,1
"Keith, Taylor",5127.310698206833,20.417157649062574,0,0,0,0,0,3
"Saaliha, al-Amin",3890.2304169914105,21.15950704846756,1,1,0,0,0,0
"Samantha, Perez",2017.2791412263462,34.88725571478358,0,1,0,0,1,2
"Jacob, Whiteskunk",4028.1918301556816,41.11848520855959,1,0,1,0,1,3
"Michael, Williams",3447.1272645902127,44.73439999765602,0,0,0,0,0,3
"Marie, Bailey",2695.797786800355,51.63311573905056,1,1,1,1,0,1
"Abdur Raheem, el-Hamed",2382.2492661549904,48.32893944056849,1,0,0,0,1,1
"Adryanna, Gonzales",3291.3007662302507,33.217591970805245,0,1,0,0,1,1
"Diego, Ros",4139.423615114623,56.10410271003686,0,0,1,0,1,3
"Brittany, Dedios",2963.6939965424285,32.32606560523498,1,1,0,0,0,1
"Kelsey, Bass",4139.172896969666,39.438737138595066,1,1,1,1,1,3
"Sahla, el-Miah",3176.413928803132,33.50365398487847,0,1,1,0,1,2
"Kimiko, Sridhar",2074.617807267054,48.680401216559964,1,1,0,0,1,1
"Bryanna, Hidrogo",3573.9616679056817,37.52651857007926,0,1,1,0,1,3
"Derrell, Smith",4954.217607315555,19.978283287058208,0,0,0,0,1,1
"Abyad, al-Afzal",3935.9658608075288,37.63336007884359,0,0,0,0,0,1
"Nicole, Bishop",2783.41498291999,25.84191213205582,0,1,0,1,0,2
"Courtney, Sousa",4231.068970649803,33.98377940491139,1,1,0,0,1,1
"Samuel, Le",3402.418459246354,35.98380862357308,0,0,1,0,0,2
"Vincent, Chandramouli",4292.328473746643,29.014925563910836,1,0,1,1,1,3
"Abdul Waahid, el-Dib",3450.0021011579233,33.88231915561777,1,0,0,0,0,1
"Kayla, Tan",2308.6998403038797,33.14099306821131,1,1,0,0,1,3
"Terrell, Wisler",3793.090774683014,33.24800547720016,0,0,0,1,1,2
"Nawaar, el-Farran",3401.4137461098044,60.51272229545254,0,0,1,1,1,2
"Darrick, Vance",4452.818609681363,28.747213115358132,1,0,1,1,1,2
"Fawzaana, al-Ayub",3565.3798651077454,32.47105962262319,1,1,0,0,0,1
"Steven, Vang",3697.6854941420797,41.68932430377221,0,0,0,1,1,2
"Zachary, Miller",4120.71889369564,34.36939231014472,0,0,1,1,1,1
"Sara, Outhouse",3038.415786691827,18.342858688905835,0,1,0,1,0,2
"Eric, Duong",4880.005222393131,39.330599828387186,1,0,0,0,1,2
"Maahir, el-Zafar",1727.9256043731507,27.724471794757974,1,0,0,0,1,2
"Lyrics, Buison-Mendaro",2872.2936461627205,23.575064217181556,0,1,0,0,0,2
"Vaughn, Luttrell",3479.892261886917,44.84285348027558,0,0,0,0,0,1
"Briana, Moore",2053.8743783091863,26.59186017335243,1,1,0,0,0,0
"Brian, Ferguson",4013.86458459692,51.76357041252889,1,0,1,1,0,1
"Angie, Yeddanapudy",4789.204161960592,31.298602685926788,0,1,1,0,1,2
"Jason, Baldwin",2765.617236897286,21.999578036784627,0,0,0,0,1,1
"Andrew, Phan",2336.7923279248753,34.19435641718717,1,0,0,0,1,0
"Young, Joseph",4896.340728233057,38.31246237581648,1,0,0,0,1,1
"Ethan, Shoeboot",3517.135532737422,55.77801323000263,0,0,1,0,0,1
"Donovan, Tiner",3001.839940093744,18.57149281898367,1,0,0,0,0,2
"Johnathan, Trigueros",3822.667383284117,26.614914327678026,1,0,1,1,1,2
"Irvin, Velasquez",4634.058193975134,42.68033648949768,0,0,1,0,0,1
"Leslie, Martinez Flood",3613.967811480544,48.40973623237413,1,1,0,0,1,0
"Assed, Vongphackdy",4331.259071287569,19.236379553453517,1,0,1,0,0,2
"Ryan, Barman",4372.6384259591005,50.107961920538315,0,0,1,0,1,3
"Marriah, Bird",2400.0534063249406,39.60675149204066,1,1,0,0,1,2
"Taylor, Medina",1975.0716496458715,20.07960860623778,1,0,1,0,1,2
"Azza, el-Abu",2875.6112992192025,41.1144668265996,0,1,0,0,0,2
"Alizay, Pasley",3573.4106476587167,48.30790994268822,1,1,0,0,1,3
"Alejandra, Garcia",3779.210877902269,20.62470177281648,1,1,0,1,1,1
"Safiyya, al-Farrah",2270.448312595305,25.974428210071075,1,1,0,0,0,1
"Isaac, Ochoa Uribe",4018.4181817538456,47.82015502964657,0,0,0,0,1,3
"Timothy, Atkinson",3299.2438021352336,45.94716034862559,0,0,0,0,1,2
"Cyrus, Kilcrease",3983.60045743287,43.50074855931617,0,0,1,0,0,3
"Jocelyn, Alamillo",2548.5517885569893,30.510243394009116,1,1,0,0,1,3
"Javon, Smith",4266.517752749163,50.461894933498385,0,0,0,1,1,2
"Joshua, Bushman",2744.57639281656,44.221205731707116,0,0,0,0,0,2
"Veronica, Griffith",5078.405444284651,31.828206871052817,1,1,0,1,1,2
"Bethanie, Gibbons",2294.9057056869665,50.99654215013241,0,1,0,0,0,1
"Dylan, Bailey",4734.878662891118,40.90757084775362,0,0,1,1,0,2
"Waail, el-Mahfouz",4554.149407191976,33.54899723264233,0,0,1,1,0,2
"Rick, Bui",4939.489456068881,37.82074039169714,0,0,0,0,1,2
"Jennifer, Shino",3972.653177492774,39.13448295035616,0,1,0,1,1,2
"Luna, Barger",2801.2437776495785,43.64402234261084,1,1,0,0,0,1
"Julia, Eggleston",5039.9571660747615,29.955068319163384,0,1,1,0,1,3
"Topaz, Wright",3510.6483396676576,19.152195868082345,0,1,0,0,0,2
"Malachai, Stauffer",4741.0231640575375,48.38796300016433,0,0,1,0,1,2
"Mitchell, Ley",3618.8885608452083,49.48769696531158,0,0,1,0,1,2
"Brandon, Sivixai",4759.662392610213,54.037097828153136,0,0,1,0,0,2
"Tyler, Reyes",4400.138080022363,27.62875910689888,1,0,1,1,0,0
"Roderick, Byas",3660.940200200912,32.665731162109324,1,0,0,1,1,3
"Kaarim, al-Sani",4407.1250894981295,33.16389069241384,0,0,1,1,1,1
"Ronak, Lam",4481.601690939737,19.824583402834833,0,0,0,0,1,2
"Nameera, el-Naim",3758.532002583258,33.618725107688945,0,1,0,1,1,2
"Ulyaa, el-Hai",3787.203457922906,48.70447051781021,0,1,0,0,0,1
"Alexa, Randall",3807.0098753664397,25.1958612087616,1,1,0,0,1,2
"Evan, Wright",3884.121142925578,42.964368750977684,0,0,0,0,0,1
"Ashley, Curtis",3254.9471316049003,18.84954355377704,1,1,1,1,1,3
"Joey, Mestas",3538.323019702393,21.746351774966534,0,0,1,0,1,0
"Denisee, Cobos",2718.8032764312543,58.57349610773879,0,1,0,0,1,3
"Zulfa, el-Matin",3610.341584459924,25.746548985093284,1,1,0,1,1,2
"Cody, Payte",5137.399555021241,29.136026454872216,0,0,1,0,1,2
"Duncan, Wilder",2556.5827625689762,39.90597714470998,0,0,0,0,0,3
"Chandrika, Sayavong",4652.3680499547045,28.613564923158073,0,1,1,1,0,2
"Ruth, Jamaica",3889.802134868898,18.925697075763622,0,1,0,0,1,1
"Travis, Hankins",3048.202633249733,19.512714742682874,1,0,0,0,0,2
"Aaron, Leming",2153.276807804793,61.07953189706082,1,0,1,1,0,1
"Mackenzie, Cresswell",3037.8710327182853,56.083265885699774,1,1,0,0,1,1
"Awf, al-Haque",3051.6993534233043,43.47019449797148,1,0,0,0,1,3
"Anthony, Elder",3491.4202365243873,32.49872317196568,1,0,0,0,0,0
"Haaniya, al-Arif",2366.5862903148172,21.673049047589302,0,1,0,0,1,3
"Narmada, Hypio",3932.3511953758593,54.85105316287087,0,1,0,0,1,1
"Sarai, Quintanilla Garcia",1652.0809043971756,50.269440736760224,1,1,0,0,1,2
"Zuhair, el-Ammar",3802.0028879852734,33.97736760913908,1,0,0,0,0,2
"Kalib, Simmons",2370.421057949949,24.140996355176817,1,0,0,0,0,0
"Jacob, Yazzie",4135.677491651598,52.824724559822364,0,0,1,1,1,3
"Fabian, Myers",2704.9723768706535,24.704030570312643,1,0,0,0,0,1
"Naseefa, al-Shehata",3183.4064445720865,25.83865148481108,0,1,0,0,1,1
"Megan, Christensen",3677.417129611707,35.957193524665065,0,1,0,0,1,2
"Yongkyum, Park",4192.548613034062,30.842095349703698,1,0,1,0,1,1
"Candice, Karp",2643.0184313636573,54.31039184084383,0,1,0,0,0,0
"Deshon, Mclean",4331.227940076651,20.23374883500945,1,0,1,0,0,3
"Pachia, Tran",2465.5862087991404,46.54306074541115,1,1,0,0,0,3
"Gogi, Leyerle",4853.017728778051,34.87795329728424,1,1,1,0,1,2
